Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
 V ,UNDEFINED,org.weasis.dicom.explorer.pref.node.AbstractDicomNode,readDicomNode,33,9,12,5,Muitos Desvios
" D, V ",MODEL,org.weasis.core.ui.model.graphic.imp.area.EllipseGraphic,computeMeasurements,40,13,16,3,Metodo Longo
" A, V, X ",UNDEFINED,org.weasis.core.ui.model.utils.algo.MinimumEnclosingRectangle,findMaxPerpendicularDistanceFromAB,18,3,5,4,Muitos Parametros
 V ,VIEW,org.weasis.dicom.viewer2d.EventManager,run,30,2,0,0,Metodo Longo
 V ,JPANEL,org.weasis.core.ui.editor.image.CalibrationView,applyCalibration,29,9,10,2,Metodo Longo
 V ,UNDEFINED,org.weasis.core.api.internal.mime.MagicMimeEntry,getMatch,29,7,7,1,Metodo Longo
 V ,VIEW,org.weasis.dicom.explorer.MimeSystemAppFactory,addSeries,19,7,5,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.core.ui.pref.ViewSetting,applyPreferences,60,15,18,1,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.api.image.op.MinCollectionZprojection,computeRectFloat,45,8,11,3,Metodo Longo
" A, R, D, V, X ",ENTITY,org.weasis.core.ui.model.utils.algo.Contour,writeLayer,139,21,4,5,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.api.gui.util.GeomUtil,getCircleCenter,24,5,4,3,Metodo Longo
 V ,JTABBEDPANE,org.weasis.dicom.explorer.DicomFieldsView,writeItems,33,10,13,3,Metodo Longo
 V ,JPANEL,org.weasis.dicom.viewer2d.View2dContainer,getActions,16,9,9,0,Alto Acoplamento Efferent
" A, R, V, X ",JCOMPONENT,org.weasis.dicom.viewer2d.View2d,computeCrosshair,33,10,18,1,Alto Acoplamento Efferent
" A, V, X ",VIEW,org.weasis.core.ui.editor.image.ImageViewerEventManager,stateChanged,24,8,13,1,Alto Acoplamento Efferent
" A, D, V, X ",[CODEC],org.weasis.dicom.codec.DicomCodec,activate,24,4,13,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.core.api.service.BundlePreferences,putFloatPreferences,17,7,7,3,Muitos Parametros
" A, R, D, V, X ",JPANEL,org.weasis.base.explorer.ThumbnailRenderer,getListCellRendererComponent,16,5,11,5,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.weasis.launcher.WeasisLauncher,loadProperties,251,49,35,1,Alto Acoplamento Efferent
 V ,MODEL,org.weasis.core.ui.model.graphic.imp.AnnotationGraphic,setLabel,19,6,11,3,Alto Acoplamento Efferent
 V ,MODEL,org.weasis.dicom.explorer.DicomModel,rebuildSeries,41,6,14,2,Muitos Desvios
 V ,UNDEFINED,org.weasis.acquire.explorer.dicom.Transform2Dicom,buildStudySeriesDate,30,7,7,2,Muitos Desvios
" A, D, V, X ",MODEL,org.weasis.acquire.explorer.gui.model.list.ItemListComboBoxModel,getPropertyChangeListener,35,12,6,0,Muitos Desvios
 V ,UNDEFINED,org.weasis.dicom.codec.utils.DicomMediaUtils,setShutter,44,13,12,2,Metodo Longo
 V ,MEDIASERIESGROUPNODE,org.weasis.dicom.codec.DicomSeries,addMedia,22,7,6,1,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.api.image.op.MeanCollectionZprojection,computeRectShort,48,8,12,3,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.api.internal.mime.MagicMimeEntry,matchLong,22,6,7,4,Muitos Desvios
 V ,JLIST,org.weasis.base.explorer.list.AThumbnailList,getSelected,14,5,5,1,Muitos Desvios
 V ,ACQUIREOBJECT,org.weasis.acquire.operations.impl.RotationActionListener,applyNextValues,16,5,8,0,Muitos Desvios
 V ,UNDEFINED,org.weasis.image.jni.NativeImage,writeByteBuffer,21,5,4,3,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.explorer.wado.DownloadManager,readQuery,66,18,18,5,Metodo Longo
" A, R, D, V, X ",JPANEL,org.weasis.core.ui.pref.GeneralSetting,closeAdditionalWindow,44,9,24,0,Alto Acoplamento Efferent
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.DefaultView2d,showPixelInfos,10,2,9,1,Alto Acoplamento Efferent
" A, D, V, X ",MEDIASERIESGROUPNODE,org.weasis.core.api.media.data.Series,getMedia,56,14,14,3,Muitos Desvios
" A, V, X ",MEDIASERIESGROUPNODE,org.weasis.dicom.codec.DicomSeries,getNearestImageIndex,24,6,9,4,Muitos Parametros
 V ,JPOPUPMENU,org.weasis.core.ui.editor.image.PopUpMenuOnZoom,enableMenuItem,42,9,15,0,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.dicom.codec.utils.DicomImageUtils,inflateSegmentedLut,52,13,4,2,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.launcher.WeasisLauncher,hyperlinkUpdate,32,10,6,1,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.launcher.WeasisLoader,paintIcon,2,1,11,4,Muitos Parametros
 V ,MODEL,org.weasis.core.ui.model.graphic.AbstractGraphic,getHandlePointIndex,17,7,8,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.codec.utils.OverlayUtils,getBinaryOverlays,48,13,21,6,Muitos Parametros
 V ,UNDEFINED,org.weasis.core.ui.model.utils.algo.BlobAnalyse2D,computePerimeter,27,6,3,1,Metodo Longo
 V ,JPANEL,org.weasis.dicom.explorer.DicomExplorer,getPatientOpenSeries,15,6,5,1,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.api.util.FileUtil,prepareToWriteFile,8,5,2,1,Muitos Desvios
 V ,VIEW,org.weasis.acquire.explorer.MediaImporterFactory,registerCommands,18,5,9,1,Alto Acoplamento Efferent
 V ,PERSISTENCE,org.weasis.image.jni.InputStreamAdapter,read,3,1,3,3,Muitos Parametros
 V ,JPANEL,org.weasis.core.ui.editor.image.MeasureToolBar,paintIcon,27,8,8,4,Muitos Desvios
" A, R, D, V, X ",DIALOG,org.weasis.dicom.explorer.pref.node.DicomWebNodeDialog,initComponents,74,1,16,0,Metodo Longo
" A, R, D, V, X ",OPERATIONDESCRIPTORIMPL,org.weasis.core.api.image.op.RectifyUShortToShortDataDescriptor,create,41,7,16,2,Alto Acoplamento Efferent
" A, R, V, X ",DIALOG,org.weasis.acquire.explorer.gui.dialog.AcquireImportDialog,propertyChange,41,12,16,1,Alto Acoplamento Efferent
" A, D, V, X ",PERSISTENCE,org.weasis.core.api.service.DataFileBackingStoreImpl,load,51,10,14,2,Muitos Desvios
 V ,JPANEL,org.weasis.core.ui.editor.image.ViewerToolBar,paintIcon,25,7,10,4,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.codec.display.PresetWindowLevel,buildPresetFromLutData,31,7,12,5,Muitos Parametros
 V ,MODEL,org.weasis.core.ui.model.graphic.imp.angle.AngleToolGraphic,buildShape,28,7,13,1,Muitos Desvios
" A, R, D, V, X ",JPANEL,org.weasis.base.viewer2d.dockable.DisplayTool,treeValueChanged,58,20,13,1,Muitos Desvios
 V ,[CODEC],org.weasis.dicom.codec.DicomCodec,activate,24,4,13,1,Metodo Longo
 V ,UNDEFINED,org.weasis.dicom.viewer2d.KOManager,setKeyObjectReferenceAllSeries,25,8,9,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.dicom.explorer.pref.node.AbstractDicomNode,addNodeActionPerformed,10,2,9,2,Alto Acoplamento Efferent
 V ,JPANEL,org.weasis.base.explorer.DefaultExplorer,iniLastPath,17,5,8,0,Muitos Desvios
 V ,JCOMPONENT,org.weasis.dicom.viewer2d.View2d,updateKOButtonVisibleState,24,8,5,0,Metodo Longo
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.DefaultView2d,getImageSize,7,3,4,3,Muitos Parametros
 V ,JPANEL,org.weasis.dicom.sr.SRContainer,propertyChange,33,13,9,1,Alto Acoplamento Efferent
 V ,MODEL,org.weasis.core.ui.model.graphic.imp.area.RectangleGraphic,getHorizontalMirror,18,7,1,0,Muitos Desvios
" A, D, V, X ",SWINGWORKER,org.weasis.dicom.explorer.LoadDicomObjects,isSOPInstanceUIDExist,23,10,8,4,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.weasis.base.ui.gui.WeasisWin,dropFiles,57,18,16,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.core.api.util.LocalUtil,textToLocale,13,6,4,1,Muitos Desvios
" A, R, D, V, X ",STATISTICSOPIMAGE,org.weasis.core.api.image.op.ImageStatistics2OpImage,accumulateStatistics,80,17,14,3,Muitos Desvios
" A, R, D, V, X ",ADAPTER,org.weasis.core.ui.editor.image.GraphicMouseHandler,mouseReleased,87,21,18,1,Metodo Longo
 V ,UNDEFINED,org.weasis.core.api.gui.util.JMVUtils,addStylesToDocument,24,2,11,2,Metodo Longo
 V ,JLABEL,org.weasis.core.api.media.data.Thumbnail,removeMouseAndKeyListener,18,5,4,0,Muitos Desvios
 V ,IMAGEWRITER,org.weasis.image.jni.NativeImageWriter,convertImageMetadata,3,1,3,3,Muitos Parametros
" A, R, D, V, X ",VIEW,org.weasis.base.ui.gui.WeasisWinPropertyChangeListener,propertyChange,110,36,34,1,Muitos Desvios
" A, V, X ",JPANEL,org.weasis.dicom.sr.EditorPanePrinter,getPageShape,35,11,7,4,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.core.api.service.BundleTools,(static_block),0,10,0,0,Muitos Desvios
 V ,OPERATIONDESCRIPTORIMPL,org.weasis.core.api.image.op.RectifyUShortToShortDataDescriptor,validateArguments,14,4,6,3,Muitos Parametros
" A, V, X ",JLABEL,org.weasis.core.api.media.data.Thumbnail,paintIcon,21,2,14,4,Muitos Parametros
 V ,SWINGWORKER,org.weasis.dicom.explorer.wado.LoadSeries,startDownloadImageReference,20,4,10,1,Alto Acoplamento Efferent
 V ,SERVICE,org.weasis.dicom.viewer2d.internal.Activator,dataExplorerChanged,21,7,11,1,Muitos Desvios
 V ,DIALOG,org.weasis.core.api.gui.util.AbstractWizardDialog,selectPage,27,9,8,2,Muitos Desvios
" A, V, X ",DIALOG,org.weasis.core.ui.dialog.MeasureDialog,iniGraphicDialog,55,15,15,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.dicom.codec.geometry.LocalizerPoster,getIntersectionsOfCubeWithZPlane,22,13,4,1,Metodo Longo
" A, R, D, V, X ",JCOMPONENT,org.weasis.core.ui.editor.image.DefaultView2d,propertyChange,67,18,25,1,Alto Acoplamento Efferent
" A, V, X ",JPANEL,org.weasis.dicom.explorer.LocalImport,initGUI,51,1,0,0,Metodo Longo
" A, R, D, V, X ",MODEL,org.weasis.dicom.explorer.DicomModel,getCommand,67,21,23,5,Muitos Desvios
 V ,VIEW,org.weasis.dicom.viewer2d.View2dFactory,getViewTypeNumber,18,6,7,2,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.core.api.media.data.TagUtil,isContaining,29,12,5,3,Muitos Desvios
 V ,SWINGWORKER,org.weasis.dicom.explorer.wado.LoadSeries,getImageNumber,20,7,8,0,Muitos Desvios
 V ,UNDEFINED,org.weasis.launcher.WeasisLauncher,setSystemSpecification,46,22,2,0,Metodo Longo
" A, R, D, V, X ",JLIST,org.weasis.base.explorer.list.AThumbnailList,openGroup,64,18,22,5,Metodo Longo
 V ,JPANEL,org.weasis.core.ui.editor.image.ImageViewerPlugin,updateTileOffset,36,10,7,0,Metodo Longo
" A, V, X ",JPANEL,org.weasis.core.ui.editor.image.dockable.MeasureTool,handle,28,10,7,2,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.core.api.image.op.MinCollectionZprojection,computeRectUShort,45,10,11,3,Muitos Desvios
 V ,VIEW,org.weasis.dicom.viewer2d.EventManager,mouseLeftAction,27,6,9,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.core.ui.model.utils.algo.MinimumEnclosingRectangle,distanceFromAB,5,1,3,3,Muitos Parametros
 V ,ENTITY,org.weasis.core.ui.model.utils.algo.Contour,getDirFromTwoCoord,34,8,3,2,Metodo Longo
 V ,ACQUIREOBJECT,org.weasis.acquire.dockable.components.actions.AbstractAcquireAction,actionPerformed,20,5,4,1,Muitos Desvios
 V ,JPANEL,org.weasis.core.ui.editor.image.dockable.MeasureTool,buildIconPanel,41,8,19,5,Metodo Longo
 V ,PERSISTENCE,org.weasis.core.api.service.StreamBackingStoreImpl,read,25,8,4,3,Muitos Desvios
 V ,TRANSFERHANDLER,org.weasis.core.ui.editor.image.ViewTransferHandler,createComponentImage,27,2,10,1,Alto Acoplamento Efferent
 V ,POINTOPIMAGE,org.weasis.core.api.image.op.ThresholdToBinOpImage,doubleLoop,30,8,9,3,Metodo Longo
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.DefaultView2d,updateAffineTransform,28,9,11,0,Metodo Longo
 V ,UNDEFINED,org.weasis.core.api.util.FileUtil,writeStream,27,5,11,2,Metodo Longo
 V ,UNDEFINED,org.weasis.launcher.AutoProcessor,process,5,2,4,3,Muitos Parametros
 V ,UNDEFINED,org.weasis.core.api.gui.util.GeomUtil,getCornerShape,14,6,7,4,Muitos Desvios
 V ,ABSTRACTBUFFERHANDLER,org.weasis.core.api.image.util.ImageFiler,getThumbnailInTiff,23,8,10,1,Muitos Desvios
 V ,COLORMAPOPIMAGE,org.weasis.core.api.image.op.RectifyUShortToShortDataOpImage,computeRectShort,35,5,6,2,Muitos Desvios
" A, D, V, X ",MODEL,org.weasis.dicom.viewer2d.InfoLayer,drawSeriesInMemoryState,19,7,7,4,Muitos Parametros
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.DefaultView2d,draw,22,2,7,1,Metodo Longo
" A, V, X ",[SHAPE],org.weasis.core.ui.model.utils.bean.AdvancedShape,contains,9,4,4,4,Muitos Parametros
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.ZoomWin,setCommandFromParentView,20,9,8,2,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.launcher.WeasisLauncher,launch,149,31,30,1,Metodo Longo
 V ,UNDEFINED,org.weasis.core.api.gui.util.AbstractBufferHandler,saveAsDocument,37,7,8,0,Metodo Longo
 V ,JPANEL,org.weasis.base.viewer2d.dockable.ImageTool,getWindowLevelPanel,56,7,12,0,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.ui.util.TableColumnAdjuster,pack,26,7,6,1,Metodo Longo
 V ,JCOMPONENT,org.weasis.base.viewer2d.View2d,getMouseAdapter,16,5,6,1,Muitos Desvios
 V ,VIEW,org.weasis.core.ui.editor.image.ImageViewerEventManager,stateChanged,24,8,13,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.weasis.base.ui.gui.WeasisWin,createMainPanel,43,3,16,0,Alto Acoplamento Efferent
 V ,IMAGEREADER,org.weasis.openjpeg.NativeJ2kImageReader,nativeDecode,33,7,13,3,Muitos Desvios
 V ,JPANEL,org.weasis.dicom.send.SendDicomView,writeDicom,54,13,20,3,Muitos Parametros
 V ,UNDEFINED,org.weasis.dicom.viewer2d.PRManager,applyPresentationState,31,8,20,3,Metodo Longo
" A, V, X ",UNDEFINED,org.weasis.dicom.codec.geometry.ImageOrientation,makePatientOrientationFromPatientRelativeDirectionCosine,27,14,4,3,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.core.ui.editor.ViewerPluginBuilder,openSequenceInDefaultPlugin,21,8,11,4,Muitos Parametros
 V ,UNDEFINED,org.weasis.dicom.explorer.wado.DownloadManager,removeLoadSeries,16,5,6,2,Muitos Desvios
" A, R, D, V, X ",MODEL,org.weasis.dicom.viewer2d.InfoLayer,drawScale,130,27,16,3,Muitos Desvios
 V ,SWINGWORKER,org.weasis.dicom.explorer.wado.LoadSeries,downloadInFileCache,23,5,12,2,Muitos Desvios
" A, V, X ",MEDIASERIESGROUPNODE,org.weasis.core.api.media.data.Series,getNearestImage,3,1,5,4,Muitos Parametros
 V ,UNDEFINED,org.weasis.dicom.viewer2d.mip.SeriesBuilder,arithmeticOperation,6,1,4,3,Muitos Parametros
 V ,OPERATIONDESCRIPTORIMPL,org.weasis.core.api.image.op.ShutterDescriptor,create,26,5,13,2,Metodo Longo
 V ,JLIST,org.weasis.base.explorer.list.AThumbnailList,dragGestureRecognized,25,5,11,1,Muitos Desvios
" A, R, V, X ",TAGW,org.weasis.dicom.codec.TagD,readElement,68,22,16,2,Muitos Desvios
 V ,IMAGEREADER,org.weasis.image.jni.NativeImageReader,read,26,6,14,2,Muitos Desvios
" D, V ",ENTITY,org.weasis.acquire.explorer.core.bean.SeriesGroup,compareTo,43,22,2,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.codec.utils.DicomMediaUtils,createLut,72,18,11,1,Metodo Longo
" A, V, X ",IMAGEREADERSPI,org.weasis.jpeg.NativeJPEGImageReaderSpi,canDecodeInput,50,17,4,1,Metodo Longo
 V ,MODEL,org.weasis.core.ui.model.AbstractGraphicModel,groupLayerByType,22,6,10,0,Alto Acoplamento Efferent
" A, V, X ",MEDIAELEMENT,org.weasis.dicom.codec.DicomSpecialElement,compare,23,11,7,2,Muitos Desvios
 V ,MODEL,org.weasis.dicom.explorer.DicomModel,findSeriesToRemove,23,6,4,1,Metodo Longo
 V ,UNDEFINED,org.weasis.dicom.explorer.pr.PrSerializer,writeReferences,23,6,8,3,Metodo Longo
 V ,UNDEFINED,org.weasis.dicom.explorer.wado.DownloadManager,readWadoQuery,9,1,8,3,Muitos Parametros
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.ZoomWin,refreshZoomWin,14,5,4,0,Muitos Desvios
 V ,MODEL,org.weasis.core.ui.model.graphic.imp.line.LineWithGapGraphic,buildShape,29,6,8,1,Muitos Desvios
 V ,IMAGEREADER,org.weasis.dicom.codec.DicomMediaIO,writeInstanceTags,32,8,11,2,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.base.ui.gui.WeasisWin,registerDetachWindow,45,10,11,2,Metodo Longo
 V ,MODEL,org.weasis.core.ui.model.graphic.AbstractGraphic,setLabel,17,5,6,3,Muitos Parametros
 V ,ABSTRACTOP,org.weasis.core.api.image.RotationOp,process,43,8,9,0,Alto Acoplamento Efferent
" A, D, V, X ",ENTITY,org.weasis.acquire.explorer.core.bean.Global,containsSameTagValues,23,10,11,2,Muitos Desvios
" A, V, X ",DIALOG,org.weasis.core.ui.dialog.PropertiesDialog,init,63,1,11,0,Metodo Longo
" A, V, X ",UNDEFINED,org.weasis.dicom.explorer.DicomDirLoader,parseSeries,64,13,19,4,Muitos Parametros
 V ,MODEL,org.weasis.core.ui.model.graphic.AbstractDragGraphic,removeHandlePoint,9,5,3,2,Muitos Desvios
" A, V, X ",ADAPTER,org.weasis.core.api.gui.util.SliderChangeListener,setRealMinMaxValue,5,1,2,4,Muitos Parametros
 V ,STATISTICSOPIMAGE,org.weasis.core.api.image.op.ImageStatistics2OpImage,accumulateStatisticsDouble,46,9,9,1,Metodo Longo
 V ,UNDEFINED,org.weasis.acquire.explorer.AcquireImageInfo,applyPostProcess,37,10,8,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.viewer2d.mip.MipPopup,init,106,13,24,0,Metodo Longo
" A, R, D, V, X ",VIEW,org.weasis.dicom.viewer2d.View2dFactory,getOpenImageAction,46,12,21,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.core.api.media.data.TagUtil,getDatesFromElement,27,7,12,5,Muitos Desvios
" A, V, X ",JPANEL,org.weasis.dicom.explorer.DicomExplorer,updateSplitSeries,53,14,15,1,Alto Acoplamento Efferent
 V ,ENTITY,org.weasis.core.api.media.data.TagW,isTypeCompliant,23,6,5,1,Muitos Desvios
 V ,JPANEL,org.weasis.dicom.sr.SRContainer,printCurrentView,32,7,13,0,Muitos Desvios
 V ,JCOMPONENT,org.weasis.core.ui.editor.image.DefaultView2d,showPopup,22,5,4,3,Metodo Longo
 V ,UNDEFINED,org.weasis.acquire.explorer.AcquireManager,importImages,23,7,11,3,Metodo Longo
" A, D, V, X ",MODEL,org.weasis.core.ui.model.graphic.imp.line.PolylineGraphic,computeMeasurements,22,9,15,3,Alto Acoplamento Efferent
 V ,UNDEFINED,org.weasis.core.api.gui.util.JMVUtils,getFormattedValue,19,5,6,1,Muitos Desvios
 V ,JPANEL,org.weasis.core.ui.pref.GeneralSetting,getAvailableLookAndFeel,29,9,4,1,Muitos Desvios
" A, V, X ",JPANEL,org.weasis.core.ui.editor.image.ImageViewerPlugin,setSelectedImagePane,23,10,5,1,Muitos Desvios
" A, V, X ",UNDEFINED,org.weasis.dicom.codec.utils.DicomImageUtils,lutData,31,11,6,4,Muitos Desvios
 V ,ABSTRACTOP,org.weasis.core.api.image.PseudoColorOp,process,23,5,8,0,Metodo Longo
" A, V, X ",UNDEFINED,org.weasis.core.api.gui.util.GeomUtil,getCornerShape,14,6,7,4,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.weasis.image.jni.StreamSegment,adaptParametersFromStream,126,33,23,2,Alto Acoplamento Efferent
 V ,JPANEL,org.weasis.core.ui.pref.StatisticsPrefView,init,31,4,11,0,Metodo Longo
" A, R, D, V, X ",VIEW,org.weasis.dicom.viewer2d.EventManager,stateChanged,110,41,39,1,Alto Acoplamento Efferent
 V ,JPANEL,org.weasis.core.ui.pref.ScreenPrefView,draw,33,2,9,1,Metodo Longo
 V ,UNDEFINED,org.weasis.dicom.codec.utils.DicomMediaUtils,getKeyObjectSelectionMappingResources,39,7,10,0,Alto Acoplamento Efferent
" A, V, X ",MODEL,org.weasis.acquire.graphics.CalibrationGraphic,buildShape,32,10,12,1,Muitos Desvios
 V ,UNDEFINED,org.weasis.acquire.explorer.AcquireManager,getPatientContext,32,12,12,2,Metodo Longo
 V ,JPANEL,org.weasis.acquire.explorer.gui.control.AcquirePublishPanel,publishDirDicom,35,8,14,2,Muitos Desvios
 V ,[MEDIAREADER],org.weasis.core.ui.editor.DefaultMimeIO,getMediaSeries,25,1,0,0,Metodo Longo
" A, R, D, V, X ",MODEL,org.weasis.dicom.viewer2d.InfoLayer,drawLUT,69,15,21,3,Metodo Longo
" A, V, X ",IMAGEREADER,org.weasis.dicom.codec.DicomMediaIO,getValidImage,52,12,26,2,Metodo Longo
" A, V, X ",MEDIAELEMENT,org.weasis.dicom.codec.DicomImageElement,getDispSliceGeometry,19,10,5,0,Muitos Desvios
" A, D, V, X ",PERSISTENCE,org.weasis.core.api.service.DataFileBackingStoreImpl,load,51,10,14,2,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.explorer.pr.PrGraphicUtil,setProperties,7,1,5,6,Muitos Parametros
" A, R, V, X ",JPANEL,org.weasis.dicom.explorer.LocalExport,showExportingOptions,64,10,23,0,Metodo Longo
" A, R, V, X ",JPANEL,org.weasis.dicom.viewer2d.dockable.DisplayTool,treeValueChanged,96,32,21,1,Alto Acoplamento Efferent
 V ,DEFAULTMUTABLETREENODE,org.weasis.base.explorer.TreeNode,explore,21,5,8,0,Muitos Desvios
 V ,MEDIAELEMENT,org.weasis.dicom.codec.DicomImageElement,findMinMaxValues,26,5,8,3,Muitos Parametros
 V ,ENTITY,org.weasis.core.ui.model.utils.algo.Contour,writeNewPosition,22,6,5,8,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.weasis.openjpeg.cpp.openjpeg,opj_set_decode_area,0,1,4,6,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.weasis.image.jni.StreamSegment,adaptParametersFromStream,126,33,23,2,Muitos Desvios
" A, V, X ",MEDIAELEMENT,org.weasis.dicom.codec.AbstractKOSpecialElement,addKeyObject,40,7,17,4,Muitos Parametros
 V ,UNDEFINED,org.weasis.core.api.internal.mime.MagicMimeEntry,matchString,16,6,4,1,Muitos Desvios
 V ,TAGW,org.weasis.dicom.codec.TagD,getDatesFromElement,22,6,7,5,Metodo Longo
 V ,[PRINTABLE],org.weasis.core.ui.util.ImagePrint,formatImage,45,11,12,4,Metodo Longo
 V ,JPANEL,org.weasis.dicom.viewer2d.mpr.MPRContainer,fillSelectedPluginMenu,26,5,5,1,Metodo Longo
" A, V, X ",IMAGEREADER,org.weasis.image.jni.NativeImageReader,getInfoImage,47,10,16,2,Muitos Desvios
 V ,DIALOG,org.weasis.acquire.explorer.gui.dialog.AcquireNewSerieDialog,propertyChange,22,7,10,1,Metodo Longo
 V ,JPANEL,org.weasis.dicom.explorer.DicomExplorer,createStudyPaneInstance,24,6,8,2,Metodo Longo
 V ,UNDEFINED,org.weasis.core.ui.pref.ViewSetting,initMonitors,23,4,9,0,Metodo Longo
 V ,UNDEFINED,org.weasis.core.api.util.NetworkUtil,getUrlInputStream,39,10,12,3,Muitos Parametros
 V ,MEDIASERIESGROUPNODE,org.weasis.dicom.codec.DicomSeries,startPreloading,12,5,4,3,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.codec.display.PresetWindowLevel,getPresetCollection,79,26,17,4,Metodo Longo
" A, V, X ",UNDEFINED,org.weasis.dicom.explorer.pref.node.AbstractDicomNode,saveDicomNodes,27,5,13,2,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.viewer2d.mpr.SeriesBuilder,writeBlock,68,17,25,8,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.launcher.WeasisLauncher,loadProperties,251,49,35,1,Muitos Desvios
 V ,UNDEFINED,org.weasis.dicom.codec.utils.DicomMediaUtils,computeSlicePositionVector,15,5,4,1,Muitos Desvios
" A, R, D, V, X ",DIALOG,org.weasis.base.ui.gui.WeasisAboutBox,init,51,1,18,0,Alto Acoplamento Efferent
 V ,MEDIAELEMENT,org.weasis.dicom.codec.AbstractKOSpecialElement,addKeyObject,40,7,17,4,Muitos Desvios
" A, R, D, V, X ",MODEL,org.weasis.base.viewer2d.InfoLayer,paint,73,19,20,1,Metodo Longo
" A, R, D, V, X ",DIALOG,org.weasis.dicom.explorer.DicomExport,initializePages,28,6,17,0,Alto Acoplamento Efferent
 V ,VIEW,org.weasis.core.ui.editor.image.ImageViewerEventManager,itemStateChanged,15,5,0,1,Muitos Desvios
" A, R, V, X ",[DCMMEDIAREADER],org.weasis.dicom.viewer2d.mpr.RawImageIO,initRawImageReader,19,4,11,6,Muitos Parametros
" A, R, V, X ",[OPTION],org.weasis.core.api.command.Options,parse,127,33,14,2,Metodo Longo
" A, R, D, V, X ",DIALOG,org.weasis.dicom.explorer.pref.node.DicomNodeDialog,initComponents,114,2,20,0,Metodo Longo
 V ,JPANEL,org.weasis.dicom.viewer2d.KeyObjectToolBar,actionPerformed,107,5,0,1,Muitos Desvios
 V ,UNDEFINED,org.weasis.core.api.image.op.MaxCollectionZprojection,computeRectInt,45,8,9,3,Muitos Desvios
 V ,UNDEFINED,org.weasis.base.ui.gui.WeasisWin,getSeriesByEntry,12,5,9,3,Muitos Parametros
" A, V, X ",JPANEL,org.weasis.dicom.explorer.DicomDirImport,importDICOM,43,11,18,2,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.viewer2d.mpr.SeriesBuilder,writeBlock,68,17,25,8,Alto Acoplamento Efferent
 V ,MODEL,org.weasis.core.ui.model.imp.XmlGraphicModel,buildReferences,18,5,10,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.weasis.dicom.viewer2d.mip.MipPopup,getThickness,26,5,17,1,Alto Acoplamento Efferent
" A, D, V, X ",MODEL,org.weasis.core.ui.model.graphic.AbstractDragGraphic,moveAndResizeOnDrawing,10,4,6,4,Muitos Parametros
 V ,JPANEL,org.weasis.dicom.explorer.LocalExport,browseImgFile,47,13,11,1,Alto Acoplamento Efferent
