Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
 V ,VIEW,org.phenotips.data.internal.PatientBirthdateUpdater,onEvent,22,6,8,3,Metodo Longo
" A, R, V ",[PATIENTSCORER| INITIALIZABLE],org.phenotips.data.internal.MonarchPatientScorer,getScore,48,9,18,1,Metodo Longo
" A, D, V, X ",VIEW,org.phenotips.data.permissions.internal.RightsUpdateEventListener,createRights,13,3,8,4,Muitos Parametros
" A, R, D, V, X ",SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getSummaries,49,11,15,1,Muitos Desvios
 V ,[MEASUREMENTHANDLER| INITIALIZABLE],org.phenotips.measurements.internal.AbstractMeasurementHandler,readData,45,9,15,0,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,phenotypeBody,100,26,17,1,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.DatesController,writeJSON,14,5,9,3,Alto Acoplamento Efferent
" D, V ",LINKEDHASHMAP,org.phenotips.obo2solr.TermData,expandTermCategories,27,7,5,1,Muitos Desvios
 V ,SERVICE,org.phenotips.tools.PhenotypeMappingService,onEvent,3,1,3,3,Muitos Parametros
" D, V ",[MEASUREMENTSCHARTCONFIGURATIONSFACTORY],org.phenotips.measurements.internal.DefaultMeasurementsChartConfigurationsFactory,validateLabels,16,6,4,1,Muitos Desvios
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPermissionsManagerTest,listVisibilityOptions,13,1,9,0,Alto Acoplamento Efferent
 V ,DAG,org.phenotips.hpoa.ontology.AbstractOntology,load,25,6,11,1,Alto Acoplamento Efferent
" A, V, X ",SERVICE,org.phenotips.data.push.internal.DefaultPushPatientService,getRemoteConfiguration,12,4,4,4,Muitos Parametros
 V ,UNDEFINED,org.phenotips.tools.PropertyDisplayer,generateField,12,5,7,5,Muitos Desvios
" A, R, D, V, X ",TEST,org.phenotips.data.events.internal.PatientDeletedEventSourceTest,firesPatientDeletedEventsWhenPatientDocumentsAreDeleted,25,1,16,0,Alto Acoplamento Efferent
 X ,ENTITY,org.phenotips.data.securestorage.PatientPushedToInfo,setRemotePatientGUID,3,1,2,1,Muitos Parametros
" A, R, D, V ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,prenatalPerinatalHistoryHeader,48,8,12,1,Metodo Longo
 V ,DAG,org.phenotips.hpoa.ontology.AbstractOntology,cleanArcs,33,9,8,0,Muitos Desvios
" A, R, D, V, X ",VIEW,org.phenotips.data.permissions.internal.RightsUpdateEventListener,getCollaborators,26,8,13,1,Alto Acoplamento Efferent
 V ,SERVICE,org.phenotips.ontology.internal.GeneNomenclature,getTerm,23,5,11,1,Alto Acoplamento Efferent
" A, R, D, V, X ",SERVICE,org.phenotips.jodatime.script.JodaTimeScriptService,getDateTime,8,2,3,7,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,familyHistoryBody,73,18,15,1,Muitos Desvios
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,disordersHeaders,34,6,11,1,Metodo Longo
" A, V, X ",ABSTRACTPHENOTIPSONTOLOGYPROPERTY,org.phenotips.data.internal.PhenoTipsFeature,toJSON,34,10,10,0,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.AbstractComplexController,writeJSON,22,9,7,3,Muitos Parametros
 V ,TEST,org.phenotips.data.events.internal.PatientChangingEventSourceTest,firesPatientChangingEventsWhenPatientDocumentsAreChanging,23,1,16,0,Metodo Longo
 V ,UNDEFINED,org.phenotips.obo2solr.ParameterPreparer,getFieldSelection,24,5,8,1,Metodo Longo
" A, V, X ",UNDEFINED,org.phenotips.tools.PropertyDisplayer,prepareMetaData,32,10,10,0,Muitos Desvios
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordConfigurationTest,getPhenotypeMappingWithMissingConfiguration,28,1,19,0,Alto Acoplamento Efferent
 V ,LINKEDHASHMAP,org.phenotips.obo2solr.maps.AbstractCollectionMap,sort,22,1,0,1,Metodo Longo
" A, D, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R50290PhenoTips477DataMigration,doInHibernate,42,10,20,1,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.DatesController,writeJSON,14,5,9,3,Muitos Parametros
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54090PhenoTips713DataMigration,doInHibernate,29,4,15,1,Metodo Longo
 V ,[PATIENTACCESSHELPER],org.phenotips.data.permissions.internal.DefaultPatientAccessHelper,getAccessLevel,11,4,5,3,Muitos Parametros
" A, R, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.permissions.internal.R54590PhenoTips931DataMigration,doInHibernate,35,6,15,1,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.internal.DeprecatedPhenotypeUpdaterEventListener,onEvent,27,6,13,3,Metodo Longo
 V ,SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getSummariesXML,27,5,14,1,Metodo Longo
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,documentInfoBody,38,7,12,1,Metodo Longo
 V ,CONTROLLER,org.phenotips.data.internal.controller.SpecificityController,writeJSON,17,7,7,3,Muitos Desvios
" D, V ",TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,emptyQualifiersAreDiscarded,24,1,11,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataSection,finalizeToMatrix,14,5,3,0,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.AbstractComplexController,writeJSON,22,9,7,3,Metodo Longo
" A, R, V, X ",SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,composeURL,8,2,4,5,Muitos Parametros
" A, V, X ",[MEASUREMENTHANDLER| INITIALIZABLE],org.phenotips.measurements.internal.AbstractMeasurementHandler,standardDeviationToValue,3,2,2,4,Muitos Parametros
 V ,CONTROLLER,org.phenotips.data.internal.controller.IdentifiersController,save,20,4,9,1,Alto Acoplamento Efferent
" D, V ",ENTITY,org.phenotips.solr.SuggestedPhenotype,equals,24,8,4,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.phenotips.tools.PropertyDisplayer,replaceOtherWithTopSections,59,11,21,1,Muitos Desvios
 V ,SERVICE,org.phenotips.tools.PhenotypeMappingService,parseVelocityMapping,19,3,10,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,prenatalPerinatalHistoryBody,58,14,11,1,Metodo Longo
 V ,UNDEFINED,org.phenotips.export.internal.Styler,extendStyleVertically,39,13,9,2,Metodo Longo
" A, R, D, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.measurements.internal.R45390PhenoTips433DataMigration,doInHibernate,33,6,17,1,Alto Acoplamento Efferent
 V ,XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,getServerURL,13,6,4,2,Muitos Desvios
 V ,SERVICE,org.phenotips.data.push.internal.DefaultPushPatientService,storeUserData,4,1,2,3,Muitos Parametros
" D, V ",TEST,org.phenotips.data.script.PacientSpecificityScriptServiceTest,getScoreWithFeaturesCreatesStubPatient,45,4,12,0,Metodo Longo
 V ,TEST,org.phenotips.configuration.internal.DefaultRecordConfigurationManagerTest,getActiveConfigurationWithBoundConfiguration,26,1,15,0,Metodo Longo
" A, R, V, X ",[PATIENTSCORER| INITIALIZABLE],org.phenotips.data.internal.MonarchPatientScorer,getScore,48,9,18,1,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.ontology.listeners.PatientOntologyVersionRecorder,onEvent,32,8,12,3,Muitos Parametros
" A, R, D, V, X ",TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,getAccessLevelWithGroupMemberCollaborator,27,1,14,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.tools.PropertyDisplayer,assignCustomFields,18,5,5,2,Muitos Desvios
 V ,XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,findDeletedAttachmentForDocRevision,17,6,8,4,Muitos Desvios
" A, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,documentInfoBody,38,7,12,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.phenotips.obo2solr.SolrUpdateGenerator,transform,69,14,18,3,Muitos Desvios
" D, V ",[PATIENT],org.phenotips.data.internal.PhenoTipsPatient,toJSON,20,9,4,1,Muitos Desvios
" A, R, D, V, X ",VIEW,org.phenotips.data.internal.DeprecatedPhenotypeUpdaterEventListener,onEvent,27,6,13,3,Alto Acoplamento Efferent
" A, D, V, X ",[PATIENT],org.phenotips.data.internal.PhenoTipsPatient,updateFromJSON,30,6,12,1,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.events.internal.PatientCreatingEventSource,onEvent,17,5,10,3,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.internal.NonStandardFeatureCategoryUpdater,onEvent,23,8,9,3,Metodo Longo
 V ,BGRAPH,org.phenotips.hpoa.annotation.OmimHPOAnnotations,load,41,9,13,1,Muitos Desvios
 V ,[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,userCanAccessPatient,12,6,6,2,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.VersionsController,addOntologyVersions,13,5,6,2,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.GeneListController,writeJSON,19,6,7,3,Muitos Desvios
 V ,[PREDICTOR],org.phenotips.hpoa.prediction.AbstractPredictor,getDifferentialPhenotypes,23,6,9,1,Muitos Desvios
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,medicalHistoryHeader,27,5,9,1,Metodo Longo
 V ,VIEW,org.phenotips.data.permissions.internal.RightsUpdateEventListener,updateCollaboratorsRights,29,9,8,2,Metodo Longo
" A, D, V, X ",[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,checkUserToken,18,6,5,4,Muitos Parametros
 V ,CONTROLLER,org.phenotips.data.internal.controller.SexController,load,15,3,9,1,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.internal.PatientBirthdateUpdater,onEvent,22,6,8,3,Muitos Parametros
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.configuration.internal.R45392PhenoTips438DataMigration,doInHibernate,36,5,15,1,Muitos Desvios
 V ,SERVICE,org.phenotips.ontology.internal.solr.HumanPhenotypeOntology,index,33,7,16,1,Metodo Longo
 V ,SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getMatches,21,6,9,3,Muitos Parametros
 V ,TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordConfigurationTest,getPhenotypeMappingWithMissingConfiguration,28,1,19,0,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getPhenotypeMapping,24,1,16,0,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.data.internal.controller.ContactInformationControllerTest,writeJSONReplacesNullElement,15,1,9,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,phenotypeHeader,41,6,8,0,Muitos Desvios
" A, R, D, V, X ",SERVICE,org.phenotips.solr.OmimScriptService,getDifferentialPhenotypes,43,11,21,3,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.SheetAssembler,generateBody,25,4,9,2,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.data.events.internal.PatientChangingEventSourceTest,firesPatientChangingEventsWhenPatientDocumentsAreChanging,23,1,16,0,Alto Acoplamento Efferent
 V ,[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,getAnnotationColumnName,45,8,12,3,Muitos Parametros
" A, V, X ",XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,addName,6,4,4,4,Muitos Parametros
 V ,[PATIENTACCESSHELPER],org.phenotips.data.permissions.internal.DefaultPatientAccessHelper,addCollaborator,19,3,10,2,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,propertyValueIsCheckedWhenSearchingMetadata,20,1,10,0,Alto Acoplamento Efferent
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54594PhenoTips994DataMigration,doInHibernate,42,9,18,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.DataToCellConverter,prenatalPhenotypeBody,91,23,17,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.SpreadsheetExporter,write,39,13,11,2,Metodo Longo
 V ,TEST,org.phenotips.data.events.internal.PatientCreatedEventSourceTest,firesPatientCreatedAndChangedEventsWhenNewPatientDocumentsAreCreated,27,1,17,0,Metodo Longo
" A, R, V, X ",SERVICE,org.phenotips.data.push.internal.DefaultPushPatientService,getAvailablePushTargets,19,3,13,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,patientInfoHeader,30,5,9,1,Metodo Longo
 V ,[MEASUREMENTSCHARTCONFIGURATIONSFACTORY],org.phenotips.measurements.internal.DefaultMeasurementsChartConfigurationsFactory,getDoubleSetting,16,5,6,3,Muitos Desvios
 V ,ABSTRACTPREDICTOR,org.phenotips.hpoa.prediction.ICPredictor,getMatches,12,3,9,1,Alto Acoplamento Efferent
 V ,[XWIKIRESPONSE],com.xpn.xwiki.web.XWikiServletResponse,sendRedirect,17,5,5,1,Muitos Desvios
" D, V ",TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,missingQualifiersAreDiscarded,24,1,11,0,Alto Acoplamento Efferent
" D, V ",TEST,org.phenotips.groups.internal.listeners.GroupSetupEventListenerTest,onEvent,37,1,11,0,Metodo Longo
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,idHeader,27,6,6,1,Muitos Desvios
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,isNormalBody,15,5,9,1,Muitos Desvios
 V ,[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,getConfiguration,38,6,11,0,Metodo Longo
 X ,ENTITY,org.phenotips.data.securestorage.PatientPushedToInfo,setRemotePatientURL,3,1,2,1,Muitos Parametros
 V ,[ONTOLOGYTERM],org.phenotips.ontology.internal.solr.SolrOntologyTerm,getDistanceTo,22,5,7,1,Muitos Desvios
" A, R, D, V, X ",XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,createURL,3,1,4,5,Muitos Parametros
 V ,XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,createResourceURL,15,3,7,3,Muitos Parametros
" A, V, X ",BGRAPH,org.phenotips.hpoa.annotation.GeneHPOAnnotations,load,43,10,15,1,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.APGARController,load,21,5,13,1,Muitos Desvios
 V ,TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getDateOfBirthFormatWithMissingConfiguration,14,1,9,0,Alto Acoplamento Efferent
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.measurements.internal.R45390PhenoTips433DataMigration,doInHibernate,33,6,17,1,Metodo Longo
" A, R, V, X ",SERVICE,org.phenotips.ontology.internal.GeneNomenclature,count,18,3,14,1,Alto Acoplamento Efferent
" D, V ",[PATIENT],org.phenotips.data.internal.PhenoTipsPatient,loadFeatures,14,7,10,2,Muitos Desvios
 V ,UNDEFINED,org.phenotips.tools.PropertyDisplayer,generateSubsection,23,5,9,3,Metodo Longo
" A, V, X ",XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,addSpace,11,3,4,4,Muitos Parametros
 V ,TEST,org.phenotips.configuration.internal.DefaultRecordConfigurationManagerTest,getActiveConfigurationWithExceptions,15,1,10,0,Alto Acoplamento Efferent
 V ,[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,getProjectID,26,4,9,0,Metodo Longo
 V ,SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getSuggestions,6,1,4,3,Muitos Parametros
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,getAccessLevelWithGroupMemberCollaborator,27,1,14,0,Metodo Longo
 V ,DEFAULTPERSISTENTLOGINMANAGER,com.xpn.xwiki.user.impl.xwiki.MyPersistentLoginManager,getValidationHash,39,7,11,3,Muitos Parametros
 V ,[MEASUREMENTSCHARTCONFIGURATIONSFACTORY],org.phenotips.measurements.internal.DefaultMeasurementsChartConfigurationsFactory,getPositiveDoubleSetting,8,2,4,3,Muitos Parametros
 V ,TEST,org.phenotips.security.authorization.internal.DefaultAuthorizationServiceTest,hasAccess,3,1,4,3,Muitos Parametros
" A, D, V, X ",VIEW,org.phenotips.data.internal.NonStandardFeatureCategoryUpdater,findCategoryObject,20,8,6,4,Muitos Parametros
" A, D, V, X ",TEST,org.xwiki.users.internal.WikiUserManagerTest,setupMocks,19,2,7,4,Muitos Parametros
 V ,SERVICE,org.phenotips.hpoa.PhenotypeMappingScriptService,getInputFileHandler,22,5,10,2,Alto Acoplamento Efferent
 V ,CONTROLLER,org.phenotips.data.internal.controller.SexController,writeJSON,9,5,4,3,Muitos Desvios
 V ,VIEW,org.phenotips.integration.lims247.internal.LimsSynchronizationEventListener,onEvent,21,7,10,3,Muitos Parametros
" A, D, V, X ",TEST,org.phenotips.data.internal.MonarchPatientScorerTest,getSpecificitySearchesRemotely,19,1,12,0,Alto Acoplamento Efferent
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54091PhenoTips712DataMigration,doInHibernate,29,4,15,1,Metodo Longo
 V ,[GROUPMANAGER],org.phenotips.groups.internal.DefaultGroupManager,getGroupsForUser,40,9,14,1,Metodo Longo
 V ,DEFAULTPERSISTENTLOGINMANAGER,com.xpn.xwiki.user.impl.xwiki.MyPersistentLoginManager,addCookie,32,8,8,2,Muitos Desvios
 V ,XWIKIDEFAULTURLFACTORY,com.xpn.xwiki.web.XWikiServletURLFactory,createAttachmentURL,36,10,11,7,Alto Acoplamento Efferent
 V ,ABSTRACTUSERMANAGER,org.xwiki.users.internal.MetaUserManager,getUser,27,7,9,2,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.ontology.internal.GeneNomenclatureTest,getTermFetchesFromRemoteServer,16,1,9,0,Alto Acoplamento Efferent
 V ,TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getPhenotypeMappingWithNoConfiguration,24,1,16,0,Metodo Longo
" A, R, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54591PhenoTips952DataMigration,doInHibernate,32,6,14,1,Alto Acoplamento Efferent
 V ,DEFAULTPERSISTENTLOGINMANAGER,com.xpn.xwiki.user.impl.xwiki.MyPersistentLoginManager,getRememberedPassword,12,5,4,2,Muitos Desvios
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordConfigurationTest,getEnabledFieldNames,133,1,15,0,Alto Acoplamento Efferent
" A, R, D, V, X ",SERVICE,org.phenotips.data.push.internal.DefaultPushPatientService,sendPatient,16,7,8,5,Muitos Parametros
" D, V ",ENTITY,org.phenotips.hpoa.annotation.SearchResult,equals,24,8,4,1,Muitos Desvios
" A, R, D, V, X ",[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,getFilteredVariants,34,4,14,1,Alto Acoplamento Efferent
 V ,SERVICE,org.phenotips.ontology.internal.GeneNomenclature,initialize,14,2,10,0,Alto Acoplamento Efferent
" A, V, X ",[CONFIGURATIONSOURCE| INITIALIZABLE],org.phenotips.storage.migrators.internal.LegacyXWikiConfigurationSource,getProperty,27,6,12,2,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.measurements.internal.MeasurementAgeUpdater,onEvent,33,9,9,3,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.phenotips.tools.PropertyDisplayerTest,testDisplayOutputsHiddenEmptyValues,44,1,19,0,Alto Acoplamento Efferent
" A, R, D, V, X ",CONTROLLER,org.phenotips.data.internal.controller.GeneListController,load,24,6,15,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.Styler,extendStyleHorizontally,39,12,9,2,Muitos Desvios
 V ,CONTROLLER,org.phenotips.data.internal.controller.GlobalQualifiersController,writeJSON,13,4,6,3,Muitos Parametros
" A, R, V, X ",SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getSummariesXML,27,5,14,1,Alto Acoplamento Efferent
" A, D, V, X ",ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R54595PhenoTips1151DataMigration,fixList,35,10,9,2,Muitos Desvios
 V ,LINKEDHASHMAP,org.phenotips.obo2solr.maps.AbstractNumericValueMap,compare,11,5,3,2,Muitos Desvios
 V ,SERVICE,org.phenotips.integration.lims247.Lims247AuthServiceImpl,checkAuth,26,7,8,1,Metodo Longo
 V ,CONTROLLER,org.phenotips.data.internal.controller.GlobalQualifiersController,load,21,5,12,1,Muitos Desvios
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,documentInfoHeader,29,5,9,1,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.internal.PatientExtendedPhenotypeUpdater,updateField,19,4,8,3,Muitos Parametros
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordConfigurationTest,getEnabledSectionsWithNoOverride,51,1,15,0,Metodo Longo
" A, V, X ",SERVICE,org.phenotips.solr.AbstractSolrScriptService,getSolrQuery,14,4,6,4,Muitos Parametros
" A, V, X ",SERVICE,org.phenotips.security.authorization.ModularRightServiceImpl,hasAccessLevel,6,2,9,4,Muitos Parametros
 V ,TEST,org.phenotips.data.events.internal.PatientDeletedEventSourceTest,firesPatientDeletedEventsWhenPatientDocumentsAreDeleted,25,1,16,0,Metodo Longo
 V ,[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,validateLogin,36,8,9,2,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getPhenotypeMappingWithExceptions,24,1,15,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,disordersBody,46,11,11,1,Alto Acoplamento Efferent
" A, R, D, V, X ",[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,uploadVCF,33,7,13,1,Alto Acoplamento Efferent
 V ,CONTROLLER,org.phenotips.data.internal.controller.APGARController,writeJSON,22,9,6,3,Muitos Parametros
" A, V, X ",SERVICE,org.phenotips.ontology.internal.GeneNomenclature,processQueryPart,46,10,12,3,Alto Acoplamento Efferent
" A, V, X ",SERVICE,org.phenotips.solr.AbstractSolrScriptService,search,4,1,4,4,Muitos Parametros
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordSectionTest,getAllElementsWithMissingConfiguration,59,1,13,0,Metodo Longo
" A, R, D, V, X ",VIEW,org.phenotips.data.internal.NonStandardFeatureCategoryUpdater,storeCategory,6,1,5,5,Muitos Parametros
 V ,ABSTRACTHIBERNATEDATAMIGRATION,org.phenotips.data.internal.R45391PhenoTips434DataMigration,doInHibernate,27,4,15,1,Metodo Longo
" A, R, D, V, X ",TEST,org.phenotips.data.internal.PhenoTipsFeatureTest,testPositivePropertiesNormalBehavior,67,1,16,0,Alto Acoplamento Efferent
" A, D, V, X ",SERVICE,org.phenotips.tools.PhenotypeDisplayTools,replaceOldTerms,34,10,6,1,Muitos Desvios
 V ,ABSTRACTFORMELEMENT,org.phenotips.tools.FormField,generateFormField,8,6,5,1,Muitos Desvios
 V ,SERVICE,org.phenotips.ncbieutils.internal.AbstractSpecializedNCBIEUtilsAccessService,getNameForId,29,9,6,1,Metodo Longo
 V ,VIEW,org.phenotips.data.permissions.internal.RightsUpdateEventListener,setRights,7,2,3,3,Muitos Parametros
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,setup,24,1,6,0,Metodo Longo
 V ,TEST,org.phenotips.data.permissions.internal.DefaultPatientAccessHelperTest,getAccessLevelWithOwner,13,1,9,0,Alto Acoplamento Efferent
 V ,DEFAULTPERSISTENTLOGINMANAGER,com.xpn.xwiki.user.impl.xwiki.MyPersistentLoginManager,addCookie,32,8,8,2,Metodo Longo
 V ,SERVICE,org.phenotips.ontology.internal.solr.AbstractSolrOntologyService,getTerms,23,6,11,1,Metodo Longo
 V ,VIEW,org.phenotips.data.events.internal.PatientChangingEventSource,onEvent,13,4,9,3,Muitos Parametros
" D, V ",[PATIENT],org.phenotips.data.internal.PhenoTipsPatient,updateFeaturesFromJSON,31,6,13,4,Muitos Desvios
 V ,TEST,org.phenotips.configuration.internal.global.GlobalRecordConfigurationTest,getAllFieldNames,22,1,12,0,Metodo Longo
 V ,[MEASUREMENTHANDLER| INITIALIZABLE],org.phenotips.measurements.internal.AbstractMeasurementHandler,getLMSForAge,28,7,4,2,Muitos Desvios
 V ,[RECEIVEPATIENTDATA],org.phenotips.data.receive.internal.DefaultReceivePatientData,validateLogin,36,8,9,2,Alto Acoplamento Efferent
 V ,VIEW,org.phenotips.data.internal.VCFInitializer,onEvent,6,1,5,3,Muitos Parametros
" D, V ",SERVICE,org.phenotips.ontology.internal.GeneNomenclature,processQueryPart,46,10,12,3,Metodo Longo
" D, V ",TEST,org.phenotips.groups.internal.listeners.GroupSetupEventListenerTest,onEvent,37,1,11,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.ConversionHelpers,sortFeaturesBySection,23,8,9,1,Metodo Longo
 V ,ABSTRACTUSERMANAGER,org.xwiki.users.internal.MetaUserManager,getUser,27,7,9,2,Metodo Longo
 V ,CONTROLLER,org.phenotips.data.internal.controller.SpecificityController,processObjectValue,3,1,7,3,Muitos Parametros
" A, R, D, V, X ",TEST,org.phenotips.configuration.internal.configured.ConfiguredRecordSectionTest,getAllElements,65,1,15,0,Metodo Longo
 V ,[MEDSAVANTSERVER| INITIALIZABLE],org.phenotips.integration.medsavant.internal.JsonMedSavantServer,isCorrectVCF,18,6,9,3,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.phenotips.export.internal.Styler,style,80,16,11,3,Metodo Longo
 V ,DAG,org.phenotips.hpoa.ontology.HPO,getInputFileHandler,22,6,10,2,Muitos Desvios
" A, R, D, V, X ",TEST,org.phenotips.data.events.internal.PatientDeletingEventSourceTest,firesPatientDeletingEventsWhenPatientDocumentsAreDeleted,25,1,16,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.phenotips.export.internal.DataToCellConverter,disordersHeaders,34,6,11,1,Muitos Desvios
 V ,UNDEFINED,org.phenotips.obo2solr.ParameterPreparer,getFieldSelection,24,5,8,1,Muitos Desvios
 V ,SERVICE,org.phenotips.security.authorization.ModularRightServiceImpl,checkAccess,10,5,9,3,Muitos Parametros
 V ,UNDEFINED,org.phenotips.export.internal.ConversionHelpers,featureSetUp,21,4,10,3,Alto Acoplamento Efferent
 V ,SERVICE,org.phenotips.security.authorization.ModularRightServiceImpl,hasAccessLevel,6,2,9,4,Alto Acoplamento Efferent
