DesignRoleTechnique;LOC;CC;Efferent;NOP;
[LIST];23;4;7;3;
[IDEPENDENCY];23;4;7;3;
[TYPECONVERTER];23;4;7;3;
[MAFFEATURE];23;7;7;3;
HTMLEDITORKIT;23;10;7;4;
[REOPENPERIODLOGIC];23;4;7;3;
TASKELEMENTVISITOR;23;7;7;3;
[POSITION];37;9;7;3;
[CARDSAVINGLOGIC| CARDUPDATINGLOGIC];23;4;7;3;
[CUSTOMPRECONDITION];23;4;8;3;
SERVERRESOURCE;95;30;19;4;
PRECEDENCEPROVIDER;23;4;7;3;
ABSTRACTDATAMODIFIERJOB;23;6;8;3;
[RESPONSEHANDLER];23;5;9;3;
DEFAULTLIFECYCLEPROCESSOR;23;4;7;3;
KR2RMLCOLUMNNAMEFORMATTER;23;4;7;3;
DATE;23;4;7;3;
SDPFIELD;23;4;7;3;
[IASSIGNMENTFUNCTIONCONFIGURATION];23;4;8;3;
[IMATERIALCATEGORYBOOTSTRAP];23;4;7;3;
RELOADABLERESOURCEBUNDLEMESSAGESOURCE;41;10;15;3;
[COMPARISONOPERATOR];23;4;7;3;
TREEMAP;40;10;7;3;
[PNGCREATOR];23;5;9;3;
[PAGINGSTRATEGY];23;4;7;3;
[IGRAPHICGENERATOR];27;5;11;4;
DYNAMICIMAGERESOURCE;23;4;7;3;
COMBINEDWORKHOURS;23;4;7;3;
[ROUTINGRULE];23;4;7;3;
[MESSAGEPROCESSOR];23;4;7;3;
ABSTRACTFEATUREREADER;23;4;7;3;
ABSTRACTHTTPMESSAGECONVERTER;23;5;7;3;
[AUTHENTICATIONSCHEME];23;4;7;3;
[FILTER];51;13;17;3;
BASEMESSAGEFACTORY;23;4;8;9;
CONFERENCECOMMAND;23;4;7;3;
SERIALBINDING;23;4;9;3;
[IRESOURCEALLOCATIONCOMMAND];23;4;7;3;
BASICFILTER;23;4;7;3;
[JSONLDTRIPLECALLBACK];124;27;18;5;
SESSIONDELEGATORBASEIMPL;23;4;9;3;
TAGSUPPORT;45;9;7;3;
[CHANNELPIPELINEFACTORY];23;4;7;3;
[OPENMRSSERIALIZER];23;4;7;3;
[AUTHENTICATED];23;4;7;3;
[CODEC];23;4;7;3;
RECORDEVENT;23;4;7;3;
TEMPLATETERM;23;4;7;3;
[PAYMENTSAVINGLOGIC];23;6;7;3;
PLUGIN;23;4;7;3;
[OID];23;4;7;3;
[IAKKATOVERTXGATEWAY];23;4;7;3;
[IAUTOUPDATEDSNAPSHOT];23;4;7;4;
ABSTRACTUSER;23;4;7;3;
USER;23;6;7;3;
[IADVANCEASSIGNMENTPLANNINGCOMMAND];23;4;7;3;
ABSTRACTBUILDER;23;4;7;3;
APPLICATIONEVENT;26;4;7;3;
ABSTRACTMETHOD;23;5;7;3;
[DATAFILTERJOB];23;6;11;3;
URIPRECEDENCEPOLICY;23;4;9;3;
SECURITYMANAGER;23;4;7;3;
[NODEVISITOR];23;4;7;3;
[ICRITERIONSBOOTSTRAP];23;4;7;3;
[TASK];23;4;7;3;
[DOWNSAMPLINGSIFTER];25;8;9;6;
JBUTTON;23;4;7;3;
