DesignRoleTechnique;LOC;CC;Efferent;NOP;
[LIST];34;7;9;3;
[IDEPENDENCY];34;7;9;3;
[TYPECONVERTER];34;7;9;3;
[MAFFEATURE];34;7;9;3;
HTMLEDITORKIT;34;10;9;4;
[REOPENPERIODLOGIC];34;7;9;3;
TASKELEMENTVISITOR;34;7;9;3;
[POSITION];37;9;9;3;
[CARDSAVINGLOGIC| CARDUPDATINGLOGIC];34;7;9;3;
[CUSTOMPRECONDITION];34;7;9;3;
SERVERRESOURCE;95;30;19;4;
PRECEDENCEPROVIDER;34;7;9;3;
ABSTRACTDATAMODIFIERJOB;34;7;9;3;
[RESPONSEHANDLER];34;7;9;3;
DEFAULTLIFECYCLEPROCESSOR;34;7;9;3;
KR2RMLCOLUMNNAMEFORMATTER;34;7;9;3;
DATE;34;7;9;3;
SDPFIELD;34;7;9;3;
[IASSIGNMENTFUNCTIONCONFIGURATION];34;7;9;3;
[IMATERIALCATEGORYBOOTSTRAP];34;7;9;3;
RELOADABLERESOURCEBUNDLEMESSAGESOURCE;41;10;15;3;
[COMPARISONOPERATOR];34;7;9;3;
TREEMAP;40;10;9;3;
[PNGCREATOR];34;7;9;3;
[PAGINGSTRATEGY];34;7;9;3;
[IGRAPHICGENERATOR];34;7;11;4;
DYNAMICIMAGERESOURCE;34;7;9;3;
COMBINEDWORKHOURS;34;7;9;3;
[ROUTINGRULE];34;7;9;3;
[MESSAGEPROCESSOR];34;7;9;3;
ABSTRACTFEATUREREADER;34;7;9;3;
ABSTRACTHTTPMESSAGECONVERTER;34;7;9;3;
[AUTHENTICATIONSCHEME];34;7;9;3;
[FILTER];51;13;17;3;
BASEMESSAGEFACTORY;34;7;9;9;
CONFERENCECOMMAND;34;7;9;3;
SERIALBINDING;34;7;9;3;
[IRESOURCEALLOCATIONCOMMAND];34;7;9;3;
BASICFILTER;34;7;9;3;
[JSONLDTRIPLECALLBACK];124;27;18;5;
SESSIONDELEGATORBASEIMPL;34;7;9;3;
TAGSUPPORT;45;9;9;3;
[CHANNELPIPELINEFACTORY];34;7;9;3;
[OPENMRSSERIALIZER];34;7;9;3;
[AUTHENTICATED];34;7;9;3;
[CODEC];34;7;9;3;
RECORDEVENT;34;7;9;3;
TEMPLATETERM;34;7;9;3;
[PAYMENTSAVINGLOGIC];34;7;9;3;
PLUGIN;34;7;9;3;
[OID];34;7;9;3;
[IAKKATOVERTXGATEWAY];34;7;9;3;
[IAUTOUPDATEDSNAPSHOT];34;7;9;4;
ABSTRACTUSER;34;7;9;3;
USER;34;7;9;3;
[IADVANCEASSIGNMENTPLANNINGCOMMAND];34;7;9;3;
ABSTRACTBUILDER;34;7;9;3;
APPLICATIONEVENT;34;7;9;3;
ABSTRACTMETHOD;34;7;9;3;
[DATAFILTERJOB];34;7;11;3;
URIPRECEDENCEPOLICY;34;7;9;3;
SECURITYMANAGER;34;7;9;3;
[NODEVISITOR];34;7;9;3;
[ICRITERIONSBOOTSTRAP];34;7;9;3;
[TASK];34;7;9;3;
[DOWNSAMPLINGSIFTER];34;8;9;6;
JBUTTON;34;7;9;3;
